Gene1,Gene2,Resource
3580,4994,literature
2965,4310,literature;signaling
713,4122,regulatory
1614,3921,literature
583,2002,literature
973,4130,metabolic
1644,2650,metabolic
3659,4513,binary
882,1707,literature;signaling
1182,3543,complexes
2423,4404,literature
4915,5224,literature
3699,4780,literature;signaling
582,583,literature
2996,5353,literature
2674,5156,binary;literature
2379,3431,kinase
240,3411,kinase
1599,3407,kinase
2423,5178,literature
1854,2942,metabolic
171,5065,binary
2091,4161,literature;signaling
52,3280,binary
2889,4997,metabolic
3801,4167,literature
981,3755,literature;signaling
2425,2429,binary;literature;signaling
956,1014,kinase
1711,3743,literature;signaling
552,1972,literature;signaling
1426,4921,literature
3730,4306,regulatory
998,1780,literature;signaling
2697,5253,complexes
2113,2113,literature
2191,2191,binary;literature
3572,3730,regulatory
637,3623,literature;signaling
977,2347,literature
4027,4785,literature
2042,4347,literature;signaling
2488,4825,literature
786,3764,binary
311,3684,literature
3701,4612,complexes;literature
3381,4762,literature
2957,3335,binary
4237,5519,kinase
1749,3420,binary
2029,3319,literature
1002,3059,literature
1252,4006,signaling
1307,4936,binary;literature
762,3948,literature
4225,5261,binary;literature;kinase
2644,2667,complexes
3242,4995,binary;literature;signaling
706,5519,literature;signaling;kinase
1711,4456,literature;signaling
1119,1127,literature;signaling
981,1519,literature;signaling
1725,3903,literature;signaling
2865,3721,complexes;literature;signaling
972,2765,literature
1538,5103,literature;signaling
3564,4085,complexes
85,1006,literature;signaling;kinase
83,1367,literature;signaling
2013,4780,literature;signaling
799,984,literature
2161,4401,complexes
2812,3705,literature;signaling
4325,4810,complexes
863,3663,metabolic
3827,3827,literature
5238,5285,literature;signaling
3794,3804,complexes;literature
1506,2218,kinase
4091,4917,literature;signaling
97,1529,complexes
109,4217,literature;signaling
2459,5101,literature
4077,5131,complexes
479,3661,metabolic
555,1712,literature;signaling
292,1501,complexes;literature
1396,1979,complexes
2530,4277,literature
2160,5115,literature;signaling
1406,1406,binary;literature
1141,4495,complexes
2188,3746,binary;literature
4039,5228,literature
1011,1404,kinase
1622,4673,complexes
2867,5503,literature
2976,4938,literature
718,4298,literature;signaling
2865,4487,literature;signaling
2570,5059,binary;literature
1920,4162,literature;signaling
3804,3806,complexes;literature
470,470,literature
94,1182,complexes
5506,5546,complexes
1979,3694,literature
926,3793,complexes;literature
2219,5236,literature;signaling
1030,2163,literature
977,1919,literature;signaling
1810,2523,literature;signaling
1891,1891,binary;literature
2188,4822,literature;signaling
2955,3403,metabolic
3681,4163,literature;signaling
2163,2510,literature
1158,4754,literature
933,994,literature
3365,5346,literature;signaling
1981,4310,literature
258,4342,literature
1406,1780,binary;literature
4772,4863,literature
4083,5174,complexes
1245,5412,binary;literature;signaling
4331,4331,binary;literature
109,140,binary
1592,4866,literature
330,2955,metabolic
2176,3702,literature;signaling
4145,4624,literature
2647,4146,regulatory
364,1774,literature;signaling
2102,4250,literature
918,2268,literature;signaling
2781,4254,literature
924,2690,literature
2666,2669,complexes
1326,2161,literature
2881,4087,binary
2127,3439,literature
2219,3689,literature;signaling
2217,4120,regulatory
1979,3423,literature
1030,2579,binary;literature
1256,5059,binary;literature
2795,4122,regulatory
69,4454,literature;signaling
347,2498,metabolic
785,977,literature
1345,2896,binary
2365,2567,literature
3674,4290,signaling
4343,5513,binary;signaling
1775,5008,literature
3468,3814,literature
2222,4323,literature;signaling
3439,4325,literature;signaling;kinase
3694,5559,literature
1305,2127,literature
4326,4328,literature
1543,4130,metabolic
4673,5207,literature
1171,2222,literature
4858,4911,literature
3184,5194,binary
3631,4551,literature;signaling
1975,4527,literature
345,1006,literature
1032,1972,literature
3674,5313,complexes
781,3080,literature;signaling
1713,3745,literature
2691,3805,literature
2796,4233,signaling
1974,4740,literature;signaling
4163,4551,literature;signaling
1702,3971,metabolic
2340,4110,literature
2769,3733,regulatory
3397,4484,kinase
585,5241,literature;signaling
3757,5123,literature
2661,3184,complexes
3733,4275,regulatory
4994,5216,literature
4909,5520,complexes
4307,4343,literature;signaling
2165,2172,metabolic
4105,4105,literature
2792,4795,literature
1981,3515,literature
1707,2719,literature
3684,4901,literature
4281,5446,literature;signaling
166,3150,binary;literature;signaling
166,4230,literature;signaling
1298,4122,regulatory
4757,4757,literature
497,2331,literature;signaling
3428,4447,kinase
1947,3143,literature
3813,4309,literature
2600,3737,literature
606,2743,binary
4450,4450,literature
2184,2184,literature
984,4033,literature;signaling
160,373,complexes
1387,2510,literature
86,862,complexes
838,5408,literature;signaling
4653,4680,literature
2840,3792,literature
2202,3657,complexes;literature
3426,5519,kinase
1364,4111,literature;signaling
1981,5179,literature;signaling
1842,5245,complexes;literature
2650,2850,complexes
1023,4124,literature;signaling
2179,2341,complexes
3043,3689,literature
2618,4142,literature;signaling;kinase
1920,4082,complexes;literature
191,2219,literature;signaling
1833,2890,binary;literature;signaling
2706,3366,kinase
2560,3423,complexes
1869,2560,literature
3650,3979,binary
799,3428,complexes
1762,4856,binary;literature
593,593,literature
1571,3304,literature
3809,3815,complexes
2020,4337,binary
1015,5384,complexes;literature
393,664,literature
926,1661,binary;literature
2656,2658,complexes
9,1015,literature
2807,3724,metabolic
1404,3073,binary;literature
5424,5431,metabolic
4212,5346,literature;signaling
2162,3395,kinase
2813,4405,literature
55,1015,literature;signaling
2375,2796,literature;signaling;kinase
4054,4068,literature;signaling
2311,4771,kinase
2314,5478,binary
133,3810,literature
2032,2679,literature
1506,5527,binary;literature
1076,2600,literature
1127,3962,literature;signaling
878,3772,literature;kinase
1264,1335,literature
4068,4072,literature;signaling
171,1191,binary
3794,3808,complexes
4325,5559,binary;literature;signaling
3801,5488,literature
669,4272,binary;literature;signaling
873,1077,metabolic
1204,2826,literature
3668,5413,binary;literature
2442,2721,binary
3492,5562,literature;signaling
1265,3598,literature
3700,3700,regulatory
798,3755,binary
2304,5478,binary
137,3787,signaling
692,3086,literature;signaling
154,5546,complexes
228,2464,literature
492,2648,complexes
65,4795,literature
920,1774,literature;signaling
1305,3770,literature;signaling
2963,4142,kinase
1833,3492,literature;signaling;kinase
4685,4685,literature
2654,4432,metabolic
2488,2796,kinase
699,2302,binary
974,4187,literature
3543,5344,complexes
924,4310,literature
3434,5499,complexes;literature;signaling
1000,1976,binary
2047,3674,complexes
514,2887,complexes
1724,2846,metabolic
1529,2697,complexes
64,1780,literature;signaling
3178,3428,kinase
2488,5256,literature
851,2162,literature
1846,2163,literature;signaling
977,3297,literature
71,4864,literature
667,1920,literature
3105,3366,kinase
3735,4448,literature;signaling
2701,3775,literature;signaling
1899,1947,literature
1326,3543,complexes
239,1651,metabolic
3365,4147,literature;signaling;kinase
862,3493,literature
3399,4437,literature
3197,4077,literature
3366,5052,literature
1192,1622,complexes
2490,2691,literature;signaling
583,4734,literature;signaling
3755,4343,binary
32,2719,complexes
3500,3500,literature
385,3515,complexes
3631,5059,binary;literature
314,3272,literature
607,981,literature;signaling
59,2032,literature
2158,4343,literature;signaling
97,1325,complexes;literature
3814,4325,literature
2944,5385,binary;literature;signaling
2707,3188,literature;signaling
1817,4822,literature;signaling
1118,1130,literature;signaling
462,5473,literature;signaling
1842,1920,complexes;literature
2513,4400,regulatory
2518,2703,literature
2427,4337,literature;signaling
1557,4289,signaling
2120,2470,literature
583,3444,literature
4309,5097,literature;signaling
3237,4383,literature
847,3038,literature
154,3788,literature
2182,5545,literature
178,1275,literature;signaling
1028,2295,literature
47,5105,literature
3784,3791,complexes;literature
626,1404,literature
1264,1474,literature
1004,4485,complexes;literature;binary
2172,4789,literature;signaling
295,1231,literature
1141,1326,complexes;literature
2161,3808,complexes
2375,3162,literature
5108,5166,literature;signaling
725,2438,binary
2365,2365,literature
961,4439,literature;kinase
3090,4997,metabolic
4194,4493,literature
1246,4264,literature
1948,2013,literature
1779,2426,binary;literature;signaling
2600,2958,literature
83,3283,literature
3787,3811,complexes
2120,5123,literature
2178,5272,literature;signaling
5342,5342,literature
3730,5339,literature;signaling
1159,5028,binary;literature;signaling
3365,4314,kinase
914,1142,binary
3231,4860,binary
1114,4163,literature;signaling
1381,1381,literature;kinase
675,2219,literature;signaling;kinase
542,2471,signaling
647,1015,kinase
4792,4840,complexes
2339,4380,binary;literature
4078,4156,literature
542,1482,literature
4750,4904,kinase
1859,3365,literature
2125,2684,regulatory
2072,2772,metabolic
960,4152,literature
3153,4491,literature;signaling
2311,3652,binary;literature
2305,4481,binary
4142,5425,literature
3399,4323,kinase
1112,2536,metabolic
878,5399,kinase
4362,5014,literature
2120,2692,binary;literature;signaling;kinase
4096,5148,literature
673,5092,metabolic
1978,5488,literature
164,4780,literature;signaling
1326,2867,literature
2028,4152,literature
1008,4325,literature;signaling
49,86,complexes;literature
4155,4155,literature
3035,4780,literature;signaling
1946,4404,literature;signaling
559,778,binary
3827,3828,literature;signaling
2519,3921,literature;signaling
1423,4142,kinase
252,4793,literature
639,2492,binary
1981,3428,kinase
376,2690,literature
503,2627,literature;signaling
3689,5129,literature;signaling
3814,4864,literature
661,4995,binary;literature;signaling
2308,4163,literature;signaling
2179,3962,complexes;literature
644,4674,binary
2121,2121,literature
4044,4095,literature;signaling
27,3824,binary;literature;signaling
1974,3347,complexes
184,191,literature;signaling
615,619,binary;literature
42,4791,literature
2851,4683,literature
2026,3490,binary;literature;signaling
5107,5108,literature;signaling
47,237,literature
865,3572,literature
2370,3149,complexes
3397,4455,kinase
4404,4840,binary;literature
285,4820,binary;literature;signaling
3088,5191,metabolic
4078,4731,literature;signaling
4136,4140,binary;literature
4120,4123,literature;signaling
3792,3811,complexes
1256,3621,literature;signaling
3805,3811,complexes;literature
3850,4921,literature
866,5224,literature
599,3621,literature;signaling
4144,5006,literature
1165,4493,literature
1780,2267,literature;signaling
4367,4367,literature
1296,1661,binary;literature;signaling
5475,5560,literature
2163,2629,kinase
1,3066,metabolic
2398,4741,literature
1751,2444,binary
840,1149,literature;signaling
3788,4091,literature
1002,1003,literature;signaling
3067,3366,kinase
972,3038,literature
1430,3384,binary;literature;signaling
3146,4813,literature;signaling
926,1974,complexes
2142,4120,regulatory
286,4493,literature
1326,1975,complexes
2019,2835,metabolic
1614,3022,literature
160,4776,literature
3096,5065,literature;signaling
20,5133,literature
1482,3788,literature
164,3002,complexes
2002,5198,literature
867,4414,binary;literature;signaling
3360,4077,literature
1664,1859,metabolic
2058,4690,binary;literature
1981,4736,complexes
2608,4122,regulatory
950,2129,literature
1979,1979,binary;literature
3727,5346,literature
2135,5297,literature;signaling
2840,3804,literature
1320,4780,literature
2642,3924,literature;signaling
2002,2294,literature
1903,3850,literature
3929,4965,literature;signaling
3792,3812,complexes
1971,3143,complexes;literature;signaling
924,4915,literature
3460,3885,binary
1389,4076,literature
3794,4917,literature
88,4120,regulatory
1881,3493,binary;literature;signaling
634,4142,kinase
2865,4324,complexes
2908,3365,literature;signaling;kinase
3608,4091,literature
3060,4163,regulatory;literature
2228,3694,signaling
2244,3369,kinase
70,4145,kinase
2624,4403,literature
5024,5024,literature
3060,4551,kinase
608,901,binary
3004,3663,literature
1981,4100,complexes
3698,4413,binary;literature;signaling
181,3306,literature
386,4531,literature
1780,2208,binary;literature
1549,2131,regulatory
1529,4098,complexes
2712,3833,literature;signaling
1593,5292,literature
4816,5353,literature
3657,4382,literature;signaling
1199,4078,complexes
3792,3804,complexes;literature
1806,3289,literature;signaling
647,3068,literature;signaling;kinase
10,4626,signaling
947,2027,literature
2650,2662,complexes
3639,5270,literature
1506,2739,literature;signaling
1783,2969,literature;signaling
27,3186,signaling
499,2202,literature;signaling
252,1947,literature
933,2679,literature;signaling
3660,4038,metabolic
3879,3887,literature
1366,3822,literature
363,425,literature;signaling
1989,2425,literature;signaling
3798,4401,complexes
2638,3910,complexes;literature
1311,3435,kinase
4091,4915,literature
492,1022,metabolic
668,1177,binary
373,4149,complexes;literature;signaling
2963,3621,complexes;literature;signaling;kinase
789,4175,metabolic
